District,District Latitude,District Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,postal code
Carrollton,32.960374,-96.89163,Wendy’s,32.95402529,-96.88596361,Fast Food Restaurant,75006
Carrollton,32.960374,-96.89163,Taco Bell,32.95407662,-96.88898318,Fast Food Restaurant,75006
Carrollton,32.960374,-96.89163,Vietnam Plaza Supermarket,32.95494326,-96.88900119,Grocery Store,75006
Carrollton,32.960374,-96.89163,WJ Thomas Park,32.96469498,-96.89644623,Park,75006
Carrollton,32.960374,-96.89163,Carrollton Vision,32.955174,-96.88824,Optical Shop,75006
Carrollton,32.960374,-96.89163,Sakura Seafood Buffet,32.95516205,-96.88722992,Chinese Restaurant,75006
Carrollton,32.960374,-96.89163,Josey Ranch Path,32.96740242,-96.89011626,Trail,75006
Carrollton,32.960374,-96.89163,J Teriyaki,32.95342107,-96.88961859,Asian Restaurant,75006
Carrollton,32.960374,-96.89163,PLS Check Cashing Store,32.953286,-96.889852,Check Cashing Service,75006
Carrollton,32.960374,-96.89163,La Salsa Verde,32.953296,-96.887872,Taco Place,75006
Carrollton,32.960374,-96.89163,Thomas Splashpark,32.96417322,-96.89990796,Water Park,75006
Carrollton,33.00542,-96.89773,Rosemeade Rec Center,33.01074179,-96.90574408,Gym / Fitness Center,75007
Carrollton,33.00542,-96.89773,Rosemeade Rainforest Aquatic Complex,33.0090117,-96.90669715,Pool,75007
Carrollton,33.00542,-96.89773,Duncan Doughnuts,33.00600132,-96.89587899,Bakery,75007
Carrollton,33.00542,-96.89773,Carrollton Disc Golf Course,33.00628608,-96.90102396,Disc Golf,75007
Carrollton,33.00542,-96.89773,Rosemeade Park Enhancement,33.01083644,-96.90488034,Park,75007
Carrollton,33.00542,-96.89773,Furneaux Creek Blue Trail,32.99930623,-96.89096492,Trail,75007
Celina,33.327927,-96.76129,Kinsey Kitchen,33.334498,-96.764254,Food,75009
Carrollton,33.030556,-96.89328,Escapé Coffee & Donuts,33.03469938,-96.89777983,Café,75010
Carrollton,33.030556,-96.89328,Pie 314 Everyday Eatery,33.03603257,-96.89754412,Pizza Place,75010
Carrollton,33.030556,-96.89328,Sprouts Farmers Market,33.02550891,-96.8885833,Grocery Store,75010
Carrollton,33.030556,-96.89328,Castle Hills Village Plaza,33.03530763,-96.89503922,Plaza,75010
Carrollton,33.030556,-96.89328,Andy's Frozen Custard,33.02488508,-96.88907054,Ice Cream Shop,75010
Carrollton,33.030556,-96.89328,Castle Nails,33.02495282,-96.88900551,Nail Salon,75010
Carrollton,33.030556,-96.89328,Walgreens,33.0243306,-96.8865021,Pharmacy,75010
Carrollton,33.030556,-96.89328,Jimmy John's,33.02516592,-96.88912442,Sandwich Place,75010
Carrollton,33.030556,-96.89328,CVS pharmacy,33.02533216,-96.88544158,Pharmacy,75010
Carrollton,33.030556,-96.89328,Chase Bank,33.02524753,-96.88661991,Bank,75010
Carrollton,33.030556,-96.89328,Redbox,33.024126,-96.886344,Video Store,75010
Carrollton,33.030556,-96.89328,Castle Hills Castle Park,33.02938315,-96.89467401,Park,75010
Carrollton,33.030556,-96.89328,Camp Gladiator The Colony,33.03442367,-96.89701588,Park,75010
Carrollton,33.030556,-96.89328,That's The Cake Bakery,33.03459133,-96.89770221,Bakery,75010
Carrollton,33.030556,-96.89328,Castle Spirits,33.035032,-96.897578,Liquor Store,75010
Carrollton,33.030556,-96.89328,TKO Libations,33.0342234,-96.8986794,Brewery,75010
Carrollton,33.030556,-96.89328,Ramen Izakaya Akira,33.03514,-96.897634,Ramen Restaurant,75010
Carrollton,33.030556,-96.89328,Castle Hills Dragon Park,33.03559002,-96.88906331,Park,75010
Carrollton,33.030556,-96.89328,The Grind,33.03458,-96.898956,Sports Bar,75010
Carrollton,33.030556,-96.89328,Castle Hills Taekwondo America,33.03535984,-96.89810425,Martial Arts School,75010
Carrollton,33.030556,-96.89328,Sushiwa Japanese Cafe,33.03547443,-96.89807278,Sushi Restaurant,75010
Carrollton,33.030556,-96.89328,T.B.D. Kitchen,33.03602313,-96.89760562,Latin American Restaurant,75010
Carrollton,33.030556,-96.89328,Castle Hills Golf Club,33.03678999,-96.89755551,Golf Course,75010
Carrollton,33.030556,-96.89328,Queen Elizabeth Park,33.038386,-96.89209,Park,75010
Carrollton,33.030556,-96.89328,Hills Cafe,33.034105,-96.898235,American Restaurant,75010
Allen,33.106582,-96.69402,Torchy's Tacos,33.10134301,-96.68727176,Taco Place,75013
Allen,33.106582,-96.69402,Spazo Restaurant and Bar,33.10062674,-96.69537899,Italian Restaurant,75013
Allen,33.106582,-96.69402,Braum's,33.10126835,-96.6969507,Ice Cream Shop,75013
Allen,33.106582,-96.69402,Sprouts Farmers Market,33.11426065,-96.69737029,Grocery Store,75013
Allen,33.106582,-96.69402,Pei Wei,33.101276,-96.6877,Asian Restaurant,75013
Allen,33.106582,-96.69402,Sonic Drive-In,33.1013028,-96.69958548,Fast Food Restaurant,75013
Allen,33.106582,-96.69402,Starbucks,33.11481018,-96.69773665,Coffee Shop,75013
Allen,33.106582,-96.69402,Walgreens,33.1013903,-96.69771,Pharmacy,75013
Allen,33.106582,-96.69402,Lowe's,33.1021095,-96.6863728,Hardware Store,75013
Allen,33.106582,-96.69402,Thai Pan,33.09957029,-96.69764224,Thai Restaurant,75013
Allen,33.106582,-96.69402,Spice Creations,33.1023274,-96.70185982,Indian Restaurant,75013
Allen,33.106582,-96.69402,Kroger,33.10248675,-96.70049876,Supermarket,75013
Allen,33.106582,-96.69402,Anasofia's,33.10243,-96.70125,Tex-Mex Restaurant,75013
Allen,33.106582,-96.69402,Smootie King,33.114923,-96.695785,Smoothie Shop,75013
Allen,33.106582,-96.69402,Papa Murphy's,33.10112671,-96.6874533,Pizza Place,75013
Allen,33.106582,-96.69402,7-Eleven,33.10141094,-96.69905265,Convenience Store,75013
Allen,33.106582,-96.69402,Great Clips,33.10233316,-96.69976912,Salon / Barbershop,75013
Allen,33.106582,-96.69402,Brooklyn's Old Neighborhood Style Pizzeria,33.10209631,-96.69920002,Pizza Place,75013
Allen,33.106582,-96.69402,Capital One Bank,33.10030864,-96.69772548,Bank,75013
Allen,33.106582,-96.69402,Starbucks,33.10196237,-96.70044019,Coffee Shop,75013
Allen,33.106582,-96.69402,Chase Bank,33.101324,-96.701059,Bank,75013
Allen,33.106582,-96.69402,Chepa’s,33.09954857,-96.69702636,Mexican Restaurant,75013
Allen,33.106582,-96.69402,Shell,33.1011727,-96.6990039,Gas Station,75013
Allen,33.106582,-96.69402,Green Park,33.10644532,-96.69904082,Park,75013
Allen,33.106582,-96.69402,Lansbrook Apartments at Twin Creeks,33.1084591,-96.6884882,Residential Building (Apartment / Condo),75013
Allen,33.106582,-96.69402,Poolside At Benton Pointe,33.10333095,-96.68888768,Pool,75013
Allen,33.106582,-96.69402,Firestone Complete Auto Care,33.10134595,-96.70172671,Automotive Shop,75013
Allen,33.106582,-96.69402,Charlie's Dry Cleaning & Laundry,33.1025488,-96.6998914,Laundromat,75013
Allen,33.106582,-96.69402,Empire Liquor,33.10015,-96.695111,Liquor Store,75013
Allen,33.106582,-96.69402,Sprint Store,33.101356,-96.687488,Mobile Phone Shop,75013
Allen,33.106582,-96.69402,Burger Island,33.10234833,-96.70153046,Burger Joint,75013
Allen,33.106582,-96.69402,The Jym,33.09972553,-96.69796833,Gym,75013
Allen,33.106582,-96.69402,Silver Spoon,33.09957,-96.697624,Pakistani Restaurant,75013
Allen,33.106582,-96.69402,Buttermilk Sky,33.101095,-96.687537,Dessert Shop,75013
Coppell,32.967341,-96.98656,Victors Wood Fire Grill,32.96642106,-96.99286512,American Restaurant,75019
Coppell,32.967341,-96.98656,Jersey Mike's Subs,32.966785,-96.994102,Sandwich Place,75019
Coppell,32.967341,-96.98656,Chipotle Mexican Grill,32.96902365,-96.99328057,Mexican Restaurant,75019
Coppell,32.967341,-96.98656,Anamia's Tex-Mex,32.9698334,-96.99215905,Mexican Restaurant,75019
Coppell,32.967341,-96.98656,Starbucks,32.970777,-96.992151,Coffee Shop,75019
Coppell,32.967341,-96.98656,Zenzero Kitchen,32.97262381,-96.99395109,Café,75019
Coppell,32.967341,-96.98656,Natural Grocers,32.96852639,-96.99244366,Organic Grocery,75019
Coppell,32.967341,-96.98656,Zoës Kitchen,32.96775592,-96.99302487,Mediterranean Restaurant,75019
Coppell,32.967341,-96.98656,Sprouts Farmers Market,32.97060891,-96.99556589,Grocery Store,75019
Coppell,32.967341,-96.98656,J Macklin's Grill,32.97213359,-96.99314362,American Restaurant,75019
Coppell,32.967341,-96.98656,Einstein Bros Bagels,32.9666529,-96.99414432,Bagel Shop,75019
Coppell,32.967341,-96.98656,Tom Thumb,32.9707557,-96.9921587,Grocery Store,75019
Coppell,32.967341,-96.98656,Schlotzsky's,32.967588,-96.99407261,Restaurant,75019
Coppell,32.967341,-96.98656,Massage Envy - Coppell,32.9679565,-96.9921875,Spa,75019
Coppell,32.967341,-96.98656,Smashburger,32.96723877,-96.9940345,Burger Joint,75019
Coppell,32.967341,-96.98656,Zena Sushi,32.9727616,-96.99398117,Japanese Restaurant,75019
Coppell,32.967341,-96.98656,Texas Family Fitness - Coppell,32.9682219,-96.9922263,Gym / Fitness Center,75019
Coppell,32.967341,-96.98656,Palio's Pizza Cafe,32.97261715,-96.99403767,Pizza Place,75019
Coppell,32.967341,-96.98656,Salata,32.9671934,-96.993019,Salad Place,75019
Coppell,32.967341,-96.98656,Little Greek Fresh Grill,32.97372606,-96.99310292,Greek Restaurant,75019
Coppell,32.967341,-96.98656,Smoothie Factory,32.973376,-96.992875,Smoothie Shop,75019
Coppell,32.967341,-96.98656,Cicis,32.96901913,-96.99251675,Pizza Place,75019
Coppell,32.967341,-96.98656,The Duck Pond,32.9602773,-96.98441616,Park,75019
Coppell,32.967341,-96.98656,Wingstop,32.966882,-96.992746,Wings Joint,75019
Coppell,32.967341,-96.98656,Petco,32.97102611,-96.99257014,Pet Store,75019
Coppell,32.967341,-96.98656,Jimmy John's,32.97267175,-96.99394962,Sandwich Place,75019
Coppell,32.967341,-96.98656,Tuesday Morning,32.969026,-96.993213,Discount Store,75019
Coppell,32.967341,-96.98656,Orangetheory Fitness,32.97430394,-96.99314241,Gym,75019
Coppell,32.967341,-96.98656,TCBY,32.97352527,-96.99331421,Frozen Yogurt Shop,75019
Coppell,32.967341,-96.98656,Marble Slab Creamery,32.971935,-96.993148,Ice Cream Shop,75019
Coppell,32.967341,-96.98656,Great Clips,32.9720843,-96.99304596,Salon / Barbershop,75019
Coppell,32.967341,-96.98656,Mi Cocina,32.97032571,-96.99400988,Tex-Mex Restaurant,75019
Coppell,32.967341,-96.98656,Theatre Coppell,32.9663435,-96.97718472,Theater,75019
Coppell,32.967341,-96.98656,Wendy’s,32.971378,-96.9932618,Fast Food Restaurant,75019
Coppell,32.967341,-96.98656,carmel restaurant and lounge,32.96540286,-96.99403303,American Restaurant,75019
Coppell,32.967341,-96.98656,Coppell YMCA,32.97249982,-96.9917144,Gym,75019
Coppell,32.967341,-96.98656,The UPS Store,32.9698172,-96.9917769,Shipping Store,75019
Coppell,32.967341,-96.98656,GameStop,32.972724,-96.994279,Video Game Store,75019
Coppell,32.967341,-96.98656,Wells Fargo,32.9720881,-96.9943715,Bank,75019
Coppell,32.967341,-96.98656,Sonic Drive-In,32.97323602,-96.99443936,Fast Food Restaurant,75019
Coppell,32.967341,-96.98656,Valvoline Instant Oil Change,32.963864,-96.992985,Automotive Shop,75019
Coppell,32.967341,-96.98656,Pho Yen Phi,32.96698178,-96.99283643,Vietnamese Restaurant,75019
Coppell,32.967341,-96.98656,Shell,32.96096234,-96.99325641,Gas Station,75019
Coppell,32.967341,-96.98656,SUBWAY,32.97361607,-96.99315584,Sandwich Place,75019
Coppell,32.967341,-96.98656,FedEx Office Print & Ship Center,32.97433447,-96.99308798,Shipping Store,75019
Coppell,32.967341,-96.98656,Fed Ex,32.97419918,-96.99334045,Shipping Store,75019
Coppell,32.967341,-96.98656,Taco Bell,32.9712696,-96.99424897,Fast Food Restaurant,75019
Coppell,32.967341,-96.98656,Shell,32.96916701,-96.97638354,Gas Station,75019
Coppell,32.967341,-96.98656,Delaney Salons,32.9683342,-96.99243164,Cosmetics Shop,75019
Coppell,32.967341,-96.98656,7-Eleven,32.9698116,-96.9943587,Convenience Store,75019
Coppell,32.967341,-96.98656,McDonald's,32.9683016,-96.99415536,Fast Food Restaurant,75019
Coppell,32.967341,-96.98656,Señor Locos Tex Mex Ice House,32.9702585,-96.99514074,Tex-Mex Restaurant,75019
Coppell,32.967341,-96.98656,Coppell TX Carpet Cleaning,32.96079254,-96.98057556,Home Service,75019
Coppell,32.967341,-96.98656,Private Gallery,32.973895,-96.993035,Boutique,75019
Coppell,32.967341,-96.98656,Healthy Me Marketplace,32.973895,-96.993035,American Restaurant,75019
Coppell,32.967341,-96.98656,The Nail Place,32.973895,-96.993035,Nail Salon,75019
Coppell,32.967341,-96.98656,Sunny Street Café,32.970211,-96.996251,Breakfast Spot,75019
Coppell,32.967341,-96.98656,American Tea & Spice Shop,32.9739976,-96.9931122,Tea Room,75019
Coppell,32.967341,-96.98656,Pharmacy Plus,32.96058591,-96.99297867,Pharmacy,75019
Coppell,32.967341,-96.98656,JC's Burger Bar,32.970353,-96.996245,Bar,75019
Flower Mound,33.024778,-97.10206,Post Oak Park,33.02983233,-97.10434122,Park,75022
Flower Mound,33.024778,-97.10206,Wellington West Pool Complex,33.0307579,-97.09770966,Pool,75022
Flower Mound,33.024778,-97.10206,Garage Door Repair Flower Mound,33.02968176,-97.09477007,Home Service,75022
Plano,33.054671,-96.73506,Memorial Park,33.05667903,-96.73366963,Park,75023
Plano,33.054671,-96.73506,Jasmine Thai 1,33.0575813,-96.73132365,Thai Restaurant,75023
Plano,33.054671,-96.73506,Chisholm Trail,33.04993006,-96.72703291,Trail,75023
Plano,33.054671,-96.73506,Mozart Bakery & Cafe,33.05752648,-96.73222657,Bakery,75023
Plano,33.054671,-96.73506,Walgreens,33.058364,-96.7327421,Pharmacy,75023
Plano,33.054671,-96.73506,Local Public House Bar and Grill,33.05938436,-96.73123802,Bar,75023
Plano,33.054671,-96.73506,Jack Carter Dog Park,33.05991393,-96.7398119,Dog Run,75023
Plano,33.054671,-96.73506,CVS pharmacy,33.05955396,-96.7336821,Pharmacy,75023
Plano,33.054671,-96.73506,Joe's Pizza N Pasta,33.05973268,-96.73162769,Pizza Place,75023
Plano,33.054671,-96.73506,Redbox,33.058878,-96.731773,Video Store,75023
Plano,33.054671,-96.73506,Indopak Supermarket & Cafe,33.05780187,-96.73215762,Indian Restaurant,75023
Plano,33.054671,-96.73506,Sud A Pup Doggie Wash And Deli,33.05738068,-96.73274231,Pet Store,75023
Plano,33.054671,-96.73506,7-Eleven,33.05950476,-96.73273877,Convenience Store,75023
Plano,33.054671,-96.73506,The Donut Palace,33.059791,-96.732625,Donut Shop,75023
Plano,33.054671,-96.73506,Chisholm Trail Park,33.05251104,-96.7279108,Playground,75023
Plano,33.054671,-96.73506,Horseshoe Park,33.04952334,-96.74278968,Park,75023
Plano,33.054671,-96.73506,Nick's Shoe Repair,33.06243306,-96.74022339,Shoe Store,75023
Plano,33.07707,-96.79859,Life Time Fitness,33.072871,-96.795805,Gym,75024
Plano,33.07707,-96.79859,LifeCafe,33.0729902,-96.79310821,Café,75024
Plano,33.07707,-96.79859,7-Eleven,33.0841875,-96.7936024,Convenience Store,75024
Plano,33.07707,-96.79859,The Pain Relief Center,33.08136427,-96.79796537,Massage Studio,75024
Plano,33.07707,-96.79859,Dr Pepper Snapple Group Gym,33.07759269,-96.80528563,Gym,75024
Plano,33.07707,-96.79859,Ibc Soft Drink Co,33.0773468,-96.80576324,Food,75024
Plano,33.07707,-96.79859,Life Time Tennis Center,33.07305145,-96.79318237,Tennis Court,75024
Plano,33.07707,-96.79859,Lifetime Fitness Indoor Pool,33.07298922,-96.79304914,Gym Pool,75024
Plano,33.07707,-96.79859,Gordon Lights Christmas Display,33.077406,-96.790977,General Entertainment,75024
Plano,33.07707,-96.79859,Fitness Center,33.07086322,-96.79647848,Gym,75024
Plano,33.07707,-96.79859,Lifetime Athletic Indoor Tennis,33.07181347,-96.79389359,Tennis Court,75024
Plano,33.07707,-96.79859,Lifetime Fitness Outdoor Pool,33.07251098,-96.79287914,Gym Pool,75024
Plano,33.07707,-96.79859,Crossmark Cafe,33.07028271,-96.80056124,Café,75024
Plano,33.07707,-96.79859,capital one TC Cafe,33.082887,-96.803677,Cafeteria,75024
Plano,33.07707,-96.79859,LegacyTexas,33.06961709,-96.79774208,Bank,75024
Plano,33.07707,-96.79859,Mission Gate Apartments: Fitness Center,33.08587109,-96.797974,Gym / Fitness Center,75024
Plano,33.07707,-96.79859,Parks Donuts,33.08593261,-96.79906476,Bakery,75024
Plano,33.086868,-96.74504,Village Health Partners – Independence Medical Village,33.08803322,-96.74836026,Doctor's Office,75025
Plano,33.086868,-96.74504,Walmart Neighborhood Market,33.08701684,-96.74850344,Grocery Store,75025
Plano,33.086868,-96.74504,Walmart Pharmacy,33.08704376,-96.74814606,Pharmacy,75025
Plano,33.086868,-96.74504,Palio's Pizza Cafe,33.08753147,-96.73607903,Pizza Place,75025
Plano,33.086868,-96.74504,Papa Murphy's,33.08559087,-96.73746445,Pizza Place,75025
Plano,33.086868,-96.74504,Redbox,33.08704376,-96.74814606,Video Store,75025
Plano,33.086868,-96.74504,Chase Bank,33.086588,-96.7493131,Bank,75025
